Title,Image Link,Release,Rating,Metacritic,Description,Audience,Directors,Runtime,Genres
Time,https://www.metacritic.com/a/img/resize/fbb3d8f70b903e14cc4a78f6ad76a9d1cc2befa2/catalog/provider/2/2/2-93100da97eed856f458a6a3a4092ebac.jpg?auto=webp&fit=cover&height=132&width=88,2020,PG-13,91.0,"Fox Rich is a fighter. The entrepreneur, abolitionist and mother of six boys has spent the last two decades campaigning for the release of her husband, Rob G. Rich, who is serving a 60-year sentence for a robbery they both committed in the early 90s in a moment of desperation. Combining the video diaries Fox has recorded for Rob over the years with intimate glimpses of her present-day life, director Garrett Bradley paints a mesmerizing portrait of the resilience and radical love necessary to prevail over the endless separations of the country’s prison-industrial complex.",6.9,Kim Ki-duk,1 h 37 m,"['Drama', 'Mystery', 'Romance']"
Gavagai,https://www.metacritic.com/a/img/resize/84d5765349dd1d1e2f68725c73c532497be11327/catalog/provider/2/2/2-19d14bce33b8b2dc50f15841bc714313.jpg?auto=webp&fit=cover&height=132&width=88,2018,Unrated,91.0,"German businessman Carsten Neuer travels to Norway to finish the impossible translation of some Norwegian poems by Tarjei Vesaas into Chinese, a project of his late wife. He hires Niko, a down-on-his-luck tour guide, to drive him to the poet’s home and places of inspiration to stimulate his own translation. On the road, the ghost of Carsten’s wife appears to him, while Niko struggles with the sudden consequences of his girlfriend’s pregnancy. On this journey, two very different men come to realize the transforming power of love, the limits of language, and the human need for friendship.",6.6,Rob Tregenza,1 h 30 m,['Drama']
A Bread Factory Part Two: Walk With Me a While,https://www.metacritic.com/a/img/resize/1284bda0ce3792624947be2efeb2163aece0219b/catalog/provider/2/2/2-7817da38128d063b12c664b68f71c498.jpg?auto=webp&fit=cover&height=132&width=88,2018,Unrated,91.0,"At The Bread Factory, they rehearse the Greek play, Hecuba. But the real theatrics are outside the theater where the town has been invaded by bizarre tourists and mysterious tech start-up workers. There is a new normal in Checkford, if it is even really Checkford any longer.",0,Patrick Wang,1 h 55 m,"['Comedy', 'Drama']"
The Killing,https://www.metacritic.com/a/img/resize/5bcafb08ccec044c21a6c553ae787705875ab1c8/catalog/provider/2/2/2-1d500b97d620867affbbd44ef2c79ed0.jpg?auto=webp&fit=cover&height=132&width=88,1956,Approved,91.0,Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,7.6,Stanley Kubrick,1 h 24 m,"['Crime', 'Drama', 'Film-Noir', 'Thriller']"
Swing Time,https://www.metacritic.com/a/img/resize/148080f2261839a0ece2f0067ce52632d44ab452/catalog/provider/2/2/2-d48633a1ba96ab030489ce644c45c504.jpg?auto=webp&fit=cover&height=132&width=88,1936,Approved,91.0,"A performer and gambler travels to New York City to raise the $25,000 he needs to marry his fiancée, only to become entangled with a beautiful aspiring dancer.",6.5,George Stevens,1 h 43 m,"['Comedy', 'Musical', 'Romance']"
Breaking Away,https://www.metacritic.com/a/img/resize/e6e0a875fad83a0547d71b5c6f15b82626de98f9/catalog/provider/2/2/2-5e9edeee5326be8361debf7879849ab8.jpg?auto=webp&fit=cover&height=132&width=88,1979,PG,91.0,A small-town boy obsessed with the Italian cycling team vies for the affections of a college girl.,8.0,Peter Yates,1 h 41 m,"['Comedy', 'Drama', 'Sport']"
Lost in Translation,https://www.metacritic.com/a/img/resize/6451649dadb1f7e567232dc4e791bda8f599df0c/catalog/provider/5/2/5-tt0335266.jpg?auto=webp&fit=cover&height=132&width=88,2003,R,91.0,"Unable to sleep, Bob (Bill Murray) and Charlotte (Scarlett Johansson), two Americans in Tokyo, cross paths one night in the luxury hotel bar. This chance meeting soon becomes a surprising friendship. Charlotte and Bob venture through Tokyo, having often hilarious encounters with its citizens, and ultimately discover a new belief in life's possibilities. [Focus Features]",8.0,Sofia Coppola,1 h 42 m,"['Comedy', 'Drama']"
After Life,https://www.metacritic.com/a/img/resize/c675ac35bcbc0b778d2be415415b8123447f5b8d/catalog/provider/2/2/2-b76764028c67e855c71088d7f5336842.jpg?auto=webp&fit=cover&height=132&width=88,1999,Rated,91.0,"After death, people have just one week to choose only a memory to keep for eternity.",6.7,Hirokazu Koreeda,1 h 59 m,"['Drama', 'Fantasy']"
Son of Saul,https://www.metacritic.com/a/img/resize/d9d1fecde0221a12e51a1411fb4674a6bc08e2b9/catalog/provider/2/2/2-183a271796b8b76982b89bb23729b828.jpg?auto=webp&fit=cover&height=132&width=88,2015,R,91.0,"October 1944, Auschwitz-Birkenau. Saul Ausländer is a Hungarian member of the Sonderkommando, the group of Jewish prisoners isolated from the camp and forced to assist the Nazis in the machinery of large-scale extermination. While working in one of the crematoriums, Saul discovers the corpse of a boy he takes for his son. As the Sonderkommando plans a rebellion, Saul decides to carry out an impossible task: save the child’s body from the flames, find a rabbi to recite the mourner’s Kaddish and offer the boy a proper burial.",7.3,László Nemes,1 h 47 m,"['Drama', 'War']"
Love Affair,https://www.metacritic.com/a/img/resize/65c7d71fe8acf3be8499e5803646d969702c076f/catalog/provider/2/2/2-5e441264c8dce7d1eed8c9d4c9818016.jpg?auto=webp&fit=cover&height=132&width=88,1939,TV-G,91.0,"A French playboy and an American former nightclub singer fall in love aboard a ship. They arrange to reunite six months later, after he has had a chance to earn a decent living.",0,Glenn Gordon Caron,1 h 48 m,"['Comedy', 'Drama', 'Romance']"
Frankenstein,https://www.metacritic.com/a/img/resize/722165e06bb6a901191b22a1d6aaf8d7b4298d47/catalog/provider/2/2/2-dde892fffdde5c04d58124eb213c6f2b.jpg?auto=webp&fit=cover&height=132&width=88,1931,Approved,91.0,An obsessed scientist assembles a living being from parts of exhumed corpses.,7.9,James Whale,1 h 10 m,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Little Women,https://www.metacritic.com/a/img/resize/fc2563c83a2ae59303236bc35d9e463f99cb7575/catalog/provider/2/2/2-f97417f151cb99737c75cc6dd992ee98.jpg?auto=webp&fit=cover&height=132&width=88,2019,PG,91.0,"Little Women draws on both the classic novel and the writings of Louisa May Alcott, and unfolds as the author’s alter ego, Jo March, reflects back and forth on her fictional life.  In writer-director Greta Gerwig’s take, the beloved story of the March sisters—four young women each determined to live life on her own terms—is both timeless and timely.",7.6,Gillian Armstrong,1 h 55 m,"['Drama', 'Family', 'Romance']"
The African Queen,https://www.metacritic.com/a/img/resize/120777e93757ff4dc1d171852e576ebc4909f62f/catalog/provider/2/2/2-b4827515d32f0401d5c15c3f0b482488.jpg?auto=webp&fit=cover&height=132&width=88,1952,Approved,91.0,"In Africa during World War I, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",7.3,John Huston,1 h 45 m,"['Adventure', 'Drama', 'Romance', 'War']"
Monty Python and the Holy Grail,https://www.metacritic.com/a/img/resize/f3b0fa2c3e382c0f24d80717b5d172c1cca917ed/catalog/provider/2/2/2-5aa06f793ed882e986e6eacf13fd4c03.jpg?auto=webp&fit=cover&height=132&width=88,1975,PG,91.0,"The Monty Python team are at it again in their second movie. This time we follow King Arthur and his knights in their search for the Holy Grail. This isn't your average medieval knights and horses story - for a start, due to a shortage in the kingdom, all the horses have been replaced by servants clopping coconuts together!",8.5,"Terry Gilliam,

      Terry Jones",1 h 31 m,"['Adventure', 'Comedy', 'Fantasy']"
The Triplets of Belleville,https://www.metacritic.com/a/img/resize/e4c25b1099cf6bb3029ead61a905fcc254e65829/catalog/provider/2/2/2-b0bac54ba54189533b751e0069d985b7.jpg?auto=webp&fit=cover&height=132&width=88,2003,PG-13,91.0,"The story of a boy, his grandmother, his dog and his dream of winning the Tour de France.   When the boy is kidnapped by two mysterious men during the race, the search leads to the megalopolis of Belleville and the renowned Triplets of Belleville, eccentric female music-hall stars from the '30s.",7.7,Sylvain Chomet,1 h 20 m,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Music', 'Sport']"
The Man Who Would Be King,https://www.metacritic.com/a/img/resize/d3b12cec02f26e34d6552018e95d11022b7b9648/catalog/provider/2/2/2-8310cbbcdaad5357118767ea97e7b046.jpg?auto=webp&fit=cover&height=132&width=88,1975,PG,91.0,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",7.4,John Huston,2 h 9 m,"['Adventure', 'War']"
Flee,https://www.metacritic.com/a/img/resize/f83b92501f6a569bd1c456f95940e0346565c80b/catalog/provider/2/2/2-ed26495f7ac37aec9abe84e0ea9cf580.jpg?auto=webp&fit=cover&height=132&width=88,2021,PG-13,91.0,"Amin Nawabi grapples with a painful secret he has kept hidden for 20 years, one that threatens to derail the life he has built for himself and his soon-to-be husband. Recounted mostly through animation to director Jonas Poher Rasmussen, he tells the story of his extraordinary journey as a child refugee from Afghanistan for the first time.",7.9,Jonas Poher Rasmussen,1 h 29 m,"['Documentary', 'Animation', 'Biography', 'Drama']"
All Quiet on the Western Front,https://www.metacritic.com/a/img/resize/9663e2ca526cc8ee4e7be19ce240db2700570ec5/catalog/provider/2/2/2-84ccf7c39d8bbd2b7cd14e0972dd9919.jpg?auto=webp&fit=cover&height=132&width=88,1930,Passed,91.0,A young soldier faces profound disillusionment in the soul-destroying horror of World War I.,8.3,Lewis Milestone,2 h 32 m,"['Drama', 'War']"
EX LIBRIS: The New York Public Library,https://www.metacritic.com/a/img/resize/d3fca90b8a761dacd1d90229eeb4bc271e85e88c/catalog/provider/2/2/2-f0ee571df95a700e89aa4bd1efdd5114.jpg?auto=webp&fit=cover&height=132&width=88,2017,Unrated,91.0,"Frederick Wiseman’s film, EX LIBRIS – The New York Public Library, goes behind the scenes of one of the greatest knowledge institutions of the world. The film reveals the library as a place of welcome, cultural exchange and learning to 18 million patrons and 32 million online visitors annually. There are 92 library branches throughout Manhattan, the Bronx and Staten Island. The NYPL is committed to being a resource for all the inhabitants of this multifaceted and cosmopolitan city. It is accessible, open to everyone and exemplifies the deeply rooted American belief in the individual’s right to know and be informed. The library is one of the most democratic institutions in America—all races, social classes and ethnicities are welcome and are active participants in the life and work of the library. The library strives to inspire learning, advance knowledge and strengthen communities.",7.7,Frederick Wiseman,3 h 17 m,['Documentary']
Menus Plaisirs - Les Troisgros,https://www.metacritic.com/a/img/resize/b52bdc87132b853ef9565253f7beed0704a4a7db/catalog/provider/7/2/7-1700675520.jpg?auto=webp&fit=cover&height=132&width=88,2023,Unrated,91.0,"Menus Plaisirs - Les Troisgros is a film about the Troisgros family and their three restaurants, Troisgros, Le Central and Colline, located in three neighboring locations in central France. Troisgros, a restaurant founded 93 years ago, has had three Michelin stars for 55 years and in 2020 was awarded a Michelin green star for exemplary sustainable practices. Much of the film takes place at Troisgros.  The present chef, Cesar Troisgros, is the fourth generation of the family to be in charge at Troisgros. The film shows the day-to-day operations involving the purchase, preparation and service at this restaurant .",0,Frederick Wiseman,4 h,['Documentary']
Repulsion (re-release),https://www.metacritic.com/a/img/resize/b7ab2c86dc545009c635e41a9900d0774dfc6b31/catalog/provider/2/2/2-a8ba5eb398ba0c6a9e1595936d7205b0.jpg?auto=webp&fit=cover&height=132&width=88,2006,Rated,91.0,"Roman Polanski followed up his international breakthrough Knife in the Water with this controversial tale of psychosis. Catherine Deneuve is Carol, a fragile, frigid young beauty cracking up in her London flat when left alone by her vacationing sister. She is soon haunted by specters real and imagined, and her insanity grows to a violent, hysterical pitch. (The Criterion Collection)",7.4,Roman Polanski,1 h 45 m,"['Drama', 'Horror', 'Thriller']"
The Ladykillers,https://www.metacritic.com/a/img/resize/874bb4cc1858c4bc96356ed1853ece72d07eb33d/catalog/provider/2/2/2-a2855e7dedbb475a5180844da35c48fe.jpg?auto=webp&fit=cover&height=132&width=88,1956,Rated,91.0,Five diverse oddball criminal types planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,5.9,"Ethan Coen,

      Joel Coen",1 h 44 m,"['Comedy', 'Crime', 'Thriller']"
Stories We Tell,https://www.metacritic.com/a/img/resize/412a25ed9bb9855dfafecb39e0ee4608a4f1ac61/catalog/provider/2/2/2-5ec3eb159b905af2064cb43e0fa11cbd.jpg?auto=webp&fit=cover&height=132&width=88,2013,PG-13,91.0,Director Sarah Polley looks into her past and excavates layers of myth and memory to find the elusive truth at the core of a family of storytellers.,7.9,Sarah Polley,1 h 48 m,['Documentary']
The Boy and the Heron,https://www.metacritic.com/a/img/resize/08637f34662d6eefa83a347f4b2b130f82ab8e76/catalog/provider/7/2/7-1697834262.jpg?auto=webp&fit=cover&height=132&width=88,2023,PG-13,91.0,"A young boy named Mahito
yearning for his mother
ventures into a world shared by the living and the dead.
There, death comes to an end,
and life finds a new beginning.",7.5,Hayao Miyazaki,2 h 4 m,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']"
A Bread Factory Part One: For the Sake of Gold,https://www.metacritic.com/a/img/resize/8774750f05c18af5bbaad286044ce555e5b3d5d5/catalog/provider/2/2/2-5f23c5628cff81f052ed2e6eb8df63cd.jpg?auto=webp&fit=cover&height=132&width=88,2018,Unrated,91.0,"After 40 years of running their community arts space, The Bread Factory, Dorothea and Greta are suddenly fighting for survival when a celebrity couple--performance artists from China--come to Checkford and build an enormous complex down the street catapulting big changes in their small town.",7.7,Patrick Wang,2 h 2 m,"['Comedy', 'Drama']"
On the Waterfront,https://www.metacritic.com/a/img/resize/a37ee7d4c8083054b8454ebad1ca87d4c4fadc5c/catalog/provider/2/2/2-d07f48935161dcf98f8213725a410f0a.jpg?auto=webp&fit=cover&height=132&width=88,1954,Approved,91.0,"Marlon Brando gives one of the screen's most electrifying performances as Best Actor in this 1954 Academy Award winning Best Film as Ex-fighter Terry Malloy, who could have been a contender but now toils for boss Johnny Friendly (Lee J. Cobb) on the gang-ridden waterfront.  [Sony]",8.7,Elia Kazan,1 h 48 m,"['Crime', 'Drama', 'Thriller']"
Jafar Panahi's Taxi,https://www.metacritic.com/a/img/resize/15326c4d0f712ca6832ec247faddb0e1258ce29e/catalog/provider/2/2/2-f5310d7eeaa81f567744c9f9fd177786.jpg?auto=webp&fit=cover&height=132&width=88,2015,Rated,91.0,"Director Jafar Panahi drives a yellow cab through the vibrant streets of Tehran, picking up a diverse group of passengers in a single day. Each man, woman, and child candidly expresses his or her own view of the world, while being interviewed by the curious and gracious driver/director. His camera, placed on the dashboard of his mobile film studio, captures a spirited slice of Iranian society while also brilliantly redefining the borders of comedy, drama and cinema. [Kino Lorber]",7.0,Jafar Panahi,1 h 22 m,"['Comedy', 'Drama']"
Ida,https://www.metacritic.com/a/img/resize/3da682f77fd34477ce13f635c3e49a10d13522ec/catalog/provider/2/2/2-79498e218e94906fe57c52bdb10e2cd5.jpg?auto=webp&fit=cover&height=132&width=88,2014,PG-13,91.0,"Poland, 1962. Anna (Agata Trzebuchowska), an eighteen-year-old novitiate nun is on the verge of taking her vows when she discovers a dark family secret dating back to the years of the Nazi occupation.",7.5,Pawel Pawlikowski,1 h 22 m,['Drama']
All the Beauty and the Bloodshed,https://www.metacritic.com/a/img/resize/1b106753f929a371ca46b40a365eadbf2980cb8c/catalog/provider/2/2/2-f9fdd299edaee92fdfc6ff3cc165a40d.jpg?auto=webp&fit=cover&height=132&width=88,2022,Unrated,91.0,"All the Beauty and the Bloodshed is an epic, emotional and interconnected story about internationally renowned artist and activist Nan Goldin told through her slideshows, intimate interviews, ground-breaking photography, and rare footage of her personal fight to hold the Sackler family accountable for the overdose crisis. [Neon]",7.7,Laura Poitras,2 h 2 m,['Documentary']
Beau Travail,https://www.metacritic.com/a/img/resize/2ba44dceac2669b4420f2391db9c74aa8f8a87c4/catalog/provider/2/2/2-c048139b57b4b0d56bdc83c507a5f38d.jpg?auto=webp&fit=cover&height=132&width=88,2000,Unrated,91.0,"The soldiers of a small French Foreign Legion outpost spend their days practicing  drills and exercising.  Sergeant Galoup seems to be the perfect Legionnaire: a brooding, young loner who runs his troop efficiently until Sentain, a new recruit, arrives and threatens to upset the balance of his world.",7.3,Claire Denis,1 h 32 m,"['Drama', 'War']"
Her,https://www.metacritic.com/a/img/resize/da5af273475b96429f2e8eac17f7a4629ae65fb1/catalog/provider/2/2/2-0fb63391246960db293eaa1e6ae71cb1.jpg?auto=webp&fit=cover&height=132&width=88,2013,R,91.0,"Set in the Los Angeles of the slight future, Her follows Theodore Twombly, a complex, soulful man who makes his living writing touching, personal letters for other people. Heartbroken after the end of a long relationship, he becomes intrigued with a new, advanced operating system, which promises to be an intuitive entity in its own right, individual to each user. Upon initiating it, he is delighted to meet ""Samantha,"" a bright, female voice, who is insightful, sensitive and surprisingly funny. As her needs and desires grow, in tandem with his own, their friendship deepens into an eventual love for each other. [Warner Bros.]",8.6,Spike Jonze,2 h 6 m,"['Drama', 'Romance', 'Sci-Fi']"
Waltz with Bashir,https://www.metacritic.com/a/img/resize/befabd95103d13817086fec62cebcb52cc18ead9/catalog/provider/2/2/2-f54ea351385b86b88a94098e752b8b0b.jpg?auto=webp&fit=cover&height=132&width=88,2008,R,91.0,"One night at a bar, an old friend tells director Ari about a recurring nightmare in which he is chased by 26 vicious dogs. Every night, the same number of beasts. The two men conclude that there’s a connection to their Israeli Army mission in the first Lebanon War of the early eighties. Ari is surprised that he can’t remember a thing anymore about that period of his life. Intrigued by this riddle, he decides to meet and interview old friends and comrades around the world. He needs to discover the truth about that time and about himself. As Ari delves deeper and deeper into the mystery, his memory begins to creep up in surreal images. [Sony Classics]",7.8,Ari Folman,1 h 30 m,"['Documentary', 'Animation', 'Biography', 'Drama', 'History', 'Mystery', 'War']"
Hit the Road,https://www.metacritic.com/a/img/resize/4a679b706bc7a13f7516e934afd7aef134683d72/catalog/provider/2/2/2-fc578f1d954b34a4ccdfa9358fe06350.jpg?auto=webp&fit=cover&height=132&width=88,2022,Unrated,91.0,"A family of four – two middle-aged parents and their sons, one a taciturn adult, the other an ebullient six-year-old – drive across the Iranian countryside. Over the course of the trip, they bond over memories of the past, grapple with fears of the unknown, and fuss over their sick dog.",7.4,Panah Panahi,1 h 33 m,"['Comedy', 'Drama', 'Music']"
"This Is Not a Burial, It's a Resurrection",https://www.metacritic.com/a/img/resize/41671bdff18a760b297f761042fa8cd92a97a3be/catalog/provider/2/2/2-3012708faaf99955021b1a44264a14bb.jpg?auto=webp&fit=cover&height=132&width=88,2021,Rated,91.0,"Mantoa (Mary Twala Mhlongo), an 80-year-old woman, has lived in a small Lesotho village for her entire life.  While preparing for her own death, she receives word of an accident that has killed her only son, leaving her entirely alone, with only the respect of her community, the traditions of her ancestors, and the courage of her convictions. When her community must relocate to make way for a nearby dam which would flood her family’s burial ground, Mantoa draws a line in the sand and becomes an unlikely political and spiritual leader.",6.6,Lemohang Jeremiah Mosese,2 h,['Drama']
They Shall Not Grow Old,https://www.metacritic.com/a/img/resize/01bfcbaecfe250c20c2c772a66b7928e3030940e/catalog/provider/2/2/2-532f782dec250cea4e74b2d88b41e8f6.jpg?auto=webp&fit=cover&height=132&width=88,2018,R,91.0,"Using state of the art technology to restore original archival footage which is more than a 100-years old, Jackson brings to life the people who can best tell this story: the men who were there.  Driven by a personal interest in the First World War, Jackson set out to bring to life the day-to-day experience of its soldiers. After months immersed in the BBC and Imperial War Museums’ archives, narratives and strategies on how to tell this story began to emerge for Jackson. Using the voices of the men involved, the film explores the reality of war on the front line; their attitudes to the conflict; how they ate; slept and formed friendships, as well what their lives were like away from the trenches during their periods of downtime.",8.5,Peter Jackson,1 h 39 m,"['Documentary', 'History', 'War']"
An Autumn Afternoon,https://www.metacritic.com/a/img/resize/bc068e634c83b6c93b8dda7a4142050bdb9342f1/catalog/provider/2/2/2-e2516bd4ba8bc05ca3fc623beed5c017.jpg?auto=webp&fit=cover&height=132&width=88,1964,Rated,91.0,An aging widower arranges a marriage for his only daughter.,0,Yasujirô Ozu,1 h 53 m,['Drama']
The Favourite,https://www.metacritic.com/a/img/resize/a2a56987866e5a17e3251e5cec39f96da48910f1/catalog/provider/2/2/2-3a1723cef985a15f4cd13a85f42549f6.jpg?auto=webp&fit=cover&height=132&width=88,2018,R,91.0,"Early 18th century. England is at war with the French. Nevertheless, duck racing and pineapple eating are thriving. A frail Queen Anne (Olivia Colman) occupies the throne and her close friend Lady Sarah (Rachel Weisz) governs the country in her stead while tending to Anne’s ill health and mercurial temper. When a new servant Abigail (Emma Stone) arrives, her charm endears her to Sarah. Sarah takes Abigail under her wing and Abigail sees a chance at a return to her aristocratic roots. As the politics of war become quite time consuming for Sarah, Abigail steps into the breach to fill in as the Queen’s companion. Their burgeoning friendship gives her a chance to fulfill her ambitions and she will not let woman, man, politics or rabbit stand in her way. [Fox Searchlight]",7.7,Yorgos Lanthimos,1 h 59 m,"['Biography', 'Comedy', 'Drama', 'History']"
The Sweet Hereafter,https://www.metacritic.com/a/img/resize/d78552c95fdb5b1d38acf1a2ef4b7a8ea1c47407/catalog/provider/2/2/2-3798cd937cc36b2e9b626534f3d179f9.jpg?auto=webp&fit=cover&height=132&width=88,1997,R,91.0,"On a winter's day, in the small rural community of Sam Dent, British Columbia, a school bus inexplicably crashes into a frozen lake, taking the lives of fourteen children and injuring many others. Shortly thereafter, Mitchell Stephens (Holm), a big city lawyer, comes to the community with promises to compensate its citizens for their loss.  (Fine Line Films)",7.8,Atom Egoyan,1 h 52 m,['Drama']
The Right Stuff,https://www.metacritic.com/a/img/resize/cbfd92c90bb5079f0cbac89d8db82a8c2ed46cbe/catalog/provider/2/2/2-a4f2c1681043fffe7e3b35530817d080.jpg?auto=webp&fit=cover&height=132&width=88,1983,PG,91.0,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",8.2,Philip Kaufman,3 h 13 m,"['Adventure', 'Biography', 'Drama', 'History']"
Bambi,https://www.metacritic.com/a/img/resize/d9e234b5e0f7fccad9ecff001f08a0b60602e38a/catalog/provider/2/2/2-ca3b112187fa10178537b0a40aa48c5a.jpg?auto=webp&fit=cover&height=132&width=88,1942,G,91.0,The story of a young deer growing up in the forest.,7.6,"James Algar,

      Samuel Armstrong,

      David Hand,

      Graham Heid,

      Bill Roberts,

      Paul Satterfield,

      Norman Wright,

      Arthur Davis,

      Clyde Geronimi",1 h 9 m,"['Animation', 'Adventure', 'Drama', 'Family']"
Bringing Up Baby,https://www.metacritic.com/a/img/resize/3ca192263eb5b210bbab1c44114cdfb3ed3da452/catalog/provider/2/2/2-83df2c6adf414782f7047b3fb4bf5054.jpg?auto=webp&fit=cover&height=132&width=88,1938,Approved,91.0,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",7.6,Howard Hawks,1 h 42 m,['Comedy']
Nostalgia for the Light,https://www.metacritic.com/a/img/resize/6f52718ca901b69945937a70c5e57eef91bb72da/catalog/provider/2/2/2-b1692a513f78e3b9f32013cd3e702ec1.jpg?auto=webp&fit=cover&height=132&width=88,2011,Rated,91.0,"Patricio Guzmán travels to Chile’s Atacama Desert where astronomers examine distant galaxies, and women dig for the remains of relatives. [Icarus Films]",8.1,Patricio Guzmán,1 h 30 m,['Documentary']
The Gatekeepers,https://www.metacritic.com/a/img/resize/1f8c955460ff1d45a6dacf1a017922d4e025bfd9/catalog/provider/2/2/2-db93876fe1313b5ea91d190c970d9121.jpg?auto=webp&fit=cover&height=132&width=88,2013,PG-13,91.0,"A documentary by the Israeli director Dror Moreh which consists of interviews with six surviving former heads of Shin Bet, the Israeli security agency established in 1949 which has engaged in counter-terrorism and intelligence gathering, among other things.",6.7,Dror Moreh,1 h 41 m,"['Documentary', 'History', 'War']"
Before Sunset,https://www.metacritic.com/a/img/resize/58e010b6cb11b4616aeda1201b98eedf87b921d3/catalog/provider/2/2/2-8c3dc153d52971e96e5fb392e19a89cb.jpg?auto=webp&fit=cover&height=132&width=88,2004,R,91.0,The timeless romantic story of two questing hearts and minds whose powerful bond defies time and place.  [Warner Independent Pictures],8.7,Richard Linklater,1 h 20 m,"['Drama', 'Romance']"
The Worst Person in the World,https://www.metacritic.com/a/img/resize/92c72f67c247c952393b8c9bae5a1e8c7b3f4470/catalog/provider/2/2/2-eae04ab29b37a7e5bcf024fb8edf770d.jpg?auto=webp&fit=cover&height=132&width=88,2022,R,91.0,"Director Joachim Trier returns with another modern twist on a classically constructed character portrait of contemporary life in Oslo. Chronicling four years in the life of Julie, The Worst Person in the World examines one woman’s quest for love and meaning in the modern world. Fluidly told in twelve chapters, the film features a breakout performance by Cannes Best Actress winner Renate Reinsve as she explores new professional avenues and embarks on relationships with two very different men (Anders Danielsen Lie and Herbert Nordrum) in her search for happiness and identity. [Neon]",7.7,Joachim Trier,2 h 8 m,"['Comedy', 'Drama', 'Romance']"
David Copperfield,https://www.metacritic.com/a/img/resize/55510c70e08cf195a5bd850d306fb03c1b6fea1c/catalog/provider/2/2/2-6080a4c05baa93c6f713ebc329a136c6.jpg?auto=webp&fit=cover&height=132&width=88,1935,Approved,91.0,A gentle orphan discovers life and love in an indifferent adult world.,6.3,George Cukor,2 h 10 m,"['Adventure', 'Drama', 'Family', 'Romance']"
Saving Private Ryan,https://www.metacritic.com/a/img/resize/2bcc4293ed3c8598c28c2b50452bbe8c3e60e9dc/catalog/provider/2/2/2-fbe0f680ac64941fde8e8f1de8819328.jpg?auto=webp&fit=cover&height=132&width=88,1998,R,91.0,"During the WWII D-Day invasion, a squad of soldiers led by Captain John Miller (Tom Hanks) is sent into Normandy to find Private James Ryan (Matt Damon), and return him to his mother in America.  She has already lost three other sons in this war.",8.8,Steven Spielberg,2 h 49 m,"['Drama', 'War']"
Licorice Pizza,https://www.metacritic.com/a/img/resize/c3afe56562249d357753da4abbcc560923844ce7/catalog/provider/2/2/2-45658a7e2ef1cbd27a97840582b7e6ff.jpg?auto=webp&fit=cover&height=132&width=88,2021,R,90.0,"Licorice Pizza is the story of Alana Kane and Gary Valentine growing up, running around and falling in love in the San Fernando Valley, 1973. Written and Directed by Paul Thomas Anderson, the film tracks the treacherous navigation of first love.",6.6,Paul Thomas Anderson,2 h 13 m,"['Comedy', 'Drama', 'Romance']"
Ben-Hur,https://www.metacritic.com/a/img/resize/e260aed63db7f39c7b4d456b538cbe10aa4e6c43/catalog/provider/2/2/2-c5b758107f74035051a2d38165517f1f.jpg?auto=webp&fit=cover&height=132&width=88,1959,Approved,90.0,"When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",5.0,Timur Bekmambetov,2 h 3 m,"['Action', 'Adventure', 'Drama', 'Romance']"
After Hours,https://www.metacritic.com/a/img/resize/01c4407e914f98638bb9708472a805145c025ed3/catalog/provider/2/2/2-10e3532008ed9a461eab2ee3afa4f8db.jpg?auto=webp&fit=cover&height=132&width=88,1985,R,90.0,A Manhattan Yuppie's night out becomes a comic nightmare. (Warner Bros.),7.9,Martin Scorsese,1 h 37 m,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Only Yesterday (1991),https://www.metacritic.com/a/img/resize/a62b6174701051fe6a50c992655d56019b12e0df/catalog/provider/2/2/2-bf5c99319e7b21b1bfa5fe35b75e1dd2.jpg?auto=webp&fit=cover&height=132&width=88,2016,PG,90.0,"It’s 1982, and Taeko is 27 years old, unmarried, and has lived her whole life in Tokyo. She decides to visit her relatives in the countryside, and as  the train travels through the night, memories flood back of her younger years: the first immature stirrings of romance, the onset of puberty, and the frustrations  of math and boys. At the station she is met by young farmer Toshio, and the encounters with him begin to reconnect her to forgotten longings. In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self. [Gkids]",8.3,Isao Takahata,1 h 59 m,"['Animation', 'Drama', 'Romance']"
