Title,Image Link,Release,Rating,Metacritic,Description,Audience,Directors,Runtime,Genres
Man with a Movie Camera,https://www.metacritic.com/a/img/resize/91f900623ae3f96ffa6251490cd6d2965371563f/catalog/provider/2/2/2-c8605699ae928cf9d2c64053def0d943.jpg?auto=webp&fit=cover&height=132&width=88,1929,Rated,96.0,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.",6.8,Dziga Vertov,1 h 8 m,['Documentary']
Spirited Away,https://www.metacritic.com/a/img/resize/d6e9a49f935750a768bf3144d4c85cd2860863d6/catalog/provider/2/2/2-266bf5df367806dda7c84c37cc627678.jpg?auto=webp&fit=cover&height=132&width=88,2002,PG,96.0,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free herself and return her family to the outside world. [Walt Disney Studios]",8.8,Hayao Miyazaki,2 h 5 m,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Mystery']"
Toy Story,https://www.metacritic.com/a/img/resize/af7fdad7263a2f5a5c8c16856838ab800a8da4eb/catalog/provider/2/2/2-f0abf179b2f667edf7d06db04f9114fd.jpg?auto=webp&fit=cover&height=132&width=88,1995,G,96.0,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences. [Pixar]",8.8,John Lasseter,1 h 21 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
The Shop Around the Corner,https://www.metacritic.com/a/img/resize/a35a843ecab56d758e81f8a49260fdcf219ca894/catalog/provider/2/2/2-38769bbd4b3cad291947602d2a094cea.jpg?auto=webp&fit=cover&height=132&width=88,1940,Approved,96.0,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",7.5,Ernst Lubitsch,1 h 39 m,"['Comedy', 'Drama', 'Romance']"
Rosemary's Baby,https://www.metacritic.com/a/img/resize/6e838a6d9b14072ae84367cf388560210b78d9c8/catalog/provider/2/2/2-bc61b9c63d20415a76899522b63f9fc3.jpg?auto=webp&fit=cover&height=132&width=88,1968,R,96.0,"A young couple move into an apartment, only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.",8.3,Roman Polanski,2 h 17 m,"['Drama', 'Horror']"
12 Years a Slave,https://www.metacritic.com/a/img/resize/1d9cf6e9e900ee195755a29666f4f3c1fe3ac81b/catalog/provider/2/2/2-5e7d6563a309d1abafbfe6611f28f60b.jpg?auto=webp&fit=cover&height=132&width=88,2013,R,96.0,"In the pre-Civil War United States, Solomon Northup, a free black man living in upstate New York, is abducted and sold into slavery.",8.0,Steve McQueen,2 h 14 m,"['Biography', 'Drama', 'History']"
Manchester by the Sea,https://www.metacritic.com/a/img/resize/66ae527641071323bac4e2a896f96358e9e52d23/catalog/provider/2/2/2-a4cab104cb47bc24a502c5a3de403cad.jpg?auto=webp&fit=cover&height=132&width=88,2016,R,96.0,"After the death of his older brother Joe (Kyle Chandler), Lee Chandler (Casey Affleck) is shocked to learn that Joe has made him sole guardian of his nephew Patrick (Lucas Hedges). Taking leave of his job, Lee reluctantly returns to Manchester-by-the-Sea to care for Patrick, a spirited 15-year-old, and is forced to deal with a past that separated him from his wife Randi (Michelle Williams) and the community where he was born and raised.   Bonded by the man who held their family together, Lee and Patrick struggle to adjust to a world without him.",8.2,Kenneth Lonergan,2 h 17 m,['Drama']
The Battle of Algiers,https://www.metacritic.com/a/img/resize/46e3217fec224b1f2cb5ae9f536082a348e63154/catalog/provider/2/2/2-0d8b32ee606e3287c8791bffe26b9f6d.jpg?auto=webp&fit=cover&height=132&width=88,2004,Rated,96.0,"The Battle of Algiers re-creates a key year in the tumultuous Algerian struggle for independence from the occupying French in the 1950s. As violence escalates on both sides, children shoot soldiers at point-blank range, women plant bombs in cafés, and French soldiers resort to torture to break the will of the insurgents. Shot on the streets of Algiers in documentary style, the film is a case study in modern warfare, with its terrorist attacks and the brutal techniques used to combat them.",8.4,Gillo Pontecorvo,2 h 1 m,"['Drama', 'War']"
A Hard Day's Night,https://www.metacritic.com/a/img/resize/15adb2dc115fdeed5d782de5b4e66af663989b1a/catalog/provider/5/2/5-tt0058182.jpg?auto=webp&fit=cover&height=132&width=88,1964,G,96.0,"Meet the Beatles! Just one month after they exploded onto the U.S. scene with their Ed Sullivan Show appearance, John, Paul, George, and Ringo began working on a project that would bring their revolutionary talent to the big screen. A Hard Day’s Night, in which the bandmates play cheeky comic versions of themselves, captured the astonishing moment when they officially became the singular, irreverent idols of their generation and changed music forever.",8.3,Richard Lester,1 h 27 m,"['Comedy', 'Musical']"
Killer of Sheep,https://www.metacritic.com/a/img/resize/da7a8df074d3699f6deb77ca9d11429787e0b25f/catalog/provider/2/2/2-4138c15c2a033aa4e1aef2eafa3a48a0.jpg?auto=webp&fit=cover&height=132&width=88,2007,Unrated,96.0,"Killer of Sheep examines the black Los Angeles ghetto of Watts in the mid-1970s through the eyes of Stan, a sensitive dreamer who is growing detached and numb from the psychic toll of working at a slaughterhouse. The film offers no solutions; it merely presents life -- sometimes hauntingly bleak, sometimes filled with transcendent joy and gentle humor.  [Milestone Film & Video]",7.5,Charles Burnett,1 h 20 m,['Drama']
Nashville,https://www.metacritic.com/a/img/resize/587879fb94276a087892ca4e44e736b8361a0e4b/catalog/provider/2/2/2-3991a018a716a0c5daf82ab8039d56c9.jpg?auto=webp&fit=cover&height=132&width=88,1975,R,96.0,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention as secrets and lies are surfaced and revealed.",7.8,Robert Altman,2 h 40 m,"['Comedy', 'Drama', 'Music']"
Red River,https://www.metacritic.com/a/img/resize/734ab68a21f53f1d6f3a77b9f3cceca5a5170672/catalog/provider/2/2/2-07a711edf7dd6a698e5cb9c04739c16c.jpg?auto=webp&fit=cover&height=132&width=88,1948,Approved,96.0,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",7.2,"Howard Hawks,

      Arthur Rosson",2 h 13 m,"['Drama', 'Western']"
The Philadelphia Story,https://www.metacritic.com/a/img/resize/4eccbc4ba33ad55520d72f8ce393aa58e350223c/catalog/provider/2/2/2-86e457837268ad91927c01ca255850c7.jpg?auto=webp&fit=cover&height=132&width=88,1940,Approved,96.0,"When a rich woman's ex-husband (Cary Grant) and a tabloid-type reporter (James Stewart) turn up just before her planned remarriage, she (Katherine Hepburn) begins to learn the truth about herself.",7.8,George Cukor,1 h 52 m,"['Comedy', 'Romance']"
Sansho the Bailiff,https://www.metacritic.com/a/img/resize/a26cad40c43d8fb21656ab4c8e7e164201e57aa4/catalog/provider/2/2/2-5f76a815b59265fa74c9ad378a5c07cb.jpg?auto=webp&fit=cover&height=132&width=88,1955,Rated,96.0,"When an idealistic governor disobeys the reigning feudal lord, he is cast into exile, his wife and children left to fend for themselves and eventually wrenched apart by vicious slave traders. Under Kenji Mizoguchi’s dazzling direction, this classic Japanese story became one of cinema’s greatest masterpieces, a monumental, empathetic expression of human resilience in the face of evil.",7.3,Kenji Mizoguchi,2 h 4 m,['Drama']
Ratatouille,https://www.metacritic.com/a/img/resize/6c04d981f26ed64c943d092db34241df224abcc1/catalog/provider/2/2/2-78b6365b44df63a53040c98f9d53a82c.jpg?auto=webp&fit=cover&height=132&width=88,2007,G,96.0,"Despite his sensational sniffer and sophisticated palate, Remy's dreams of becoming a chef seem hopeless due to one small detail--he's a rat! Through a twist of fate, he ends up in the world-famous restaurant of his late hero, Auguste Gusteau. With a dash of culinary courage and the help of garbage boy Linguini, Remy whips up exquisite meals that impress even the nasty chef Skinner and food critic Anton Ego. Together they conquer the kitchen and prove that big dreams can come true no matter how small you are. [Disney]",8.6,"Brad Bird,

      Jan Pinkava",1 h 51 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
The Grapes of Wrath,https://www.metacritic.com/a/img/resize/e19e42afa5d862f91b14682671bba9fc99c3bb8b/catalog/provider/2/2/2-f47f8aa96575a9dce1d63148db2bbf01.jpg?auto=webp&fit=cover&height=132&width=88,1940,Approved,96.0,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",8.4,John Ford,2 h 9 m,['Drama']
Snow White and the Seven Dwarfs,https://www.metacritic.com/a/img/resize/052457d19275cd743c8991b62c4111802390dea6/catalog/provider/2/2/2-28142e4ee2c0aa2ba50da9c5fdeaa240.jpg?auto=webp&fit=cover&height=132&width=88,1938,G,96.0,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",8.1,"William Cottrell,

      David Hand,

      Wilfred Jackson,

      Larry Morey,

      Perce Pearce,

      Ben Sharpsteen",1 h 23 m,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']"
Children of Paradise (1945),https://www.metacritic.com/a/img/resize/0bfbc7a75c35b8ce9569c91211b5905ca0a9699c/catalog/provider/2/2/2-3c07077bfe797aae0d60fee9035bb61f.jpg?auto=webp&fit=cover&height=132&width=88,2012,Rated,96.0,"Children of Paradise is the tale of a woman loved by four different men. Deftly entwining theater, literature, music, and design, director Marcel Carné and screenwriter Jacques Prévert resurrect the tumultuous world of nineteenth-century Paris, teeming with hucksters and aristocrats, thieves and courtesans, pimps and seers. (Janus Films)",8.0,Marcel Carné,3 h 9 m,"['Drama', 'Romance']"
Mean Streets,https://www.metacritic.com/a/img/resize/ab99f0650d36061e2554506b8d8deffe9521d8a1/catalog/provider/2/2/2-fc48c7e275e29df6bc88dc2f7b4e1a4f.jpg?auto=webp&fit=cover&height=132&width=88,1973,R,96.0,"Charlie (Harvey Keitel) is working his way up the ranks of a local mob. Teresa (Amy Robinson) is the girlfriend his family deems unsuitable because of her epilepsy. Johnny Boy (Robert De Niro) is a small-time gambler in big-time debt to loan sharks. This is a story Martin Scorsese lived, a semi-biographical tale of the first-generation sons and daughters of New York's Little Italy. [Warner Bros.]",7.3,Martin Scorsese,1 h 52 m,"['Crime', 'Drama', 'Thriller']"
The Lady Eve,https://www.metacritic.com/a/img/resize/0dfaa4f04d892a89cbf236b75e973af2b898861c/catalog/provider/2/2/2-c01d768b7b9cda1fce0d4355c592f5b2.jpg?auto=webp&fit=cover&height=132&width=88,1941,Approved,96.0,"A trio of classy card sharks targets the socially awkward heir to brewery millions for his money, until one of them falls in love with him.",7.4,Preston Sturges,1 h 34 m,"['Comedy', 'Romance']"
Here,https://www.metacritic.com/a/img/resize/72f640447a6b42f715837cf55f01472b9cfccde9/catalog/provider/7/2/7-1706206208.jpg?auto=webp&fit=cover&height=132&width=88,2024,Unrated,96.0,"Stefan, a Romanian construction worker living in Brussels, is about to return home to visit his mother, and maybe stay...longer. Using the leftovers from his fridge, he cooks up a big pot of soup and begins handing it out as farewell gifts to friends and family. But while waiting for his car to be fixed, he meets Shuxiu, a Belgian-Chinese woman preparing a doctorate on mosses. Her attention to the near-invisible stops him in his tracks.",0,Braden King,2 h 6 m,"['Drama', 'Romance']"
Gravity,https://www.metacritic.com/a/img/resize/3c6942a3a6cdfbc5911bab4f555305d76354f732/catalog/provider/2/2/2-e6df13361d920ca3d795ee38007bcd5f.jpg?auto=webp&fit=cover&height=132&width=88,2013,PG-13,96.0,"Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalsky (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness. The deafening silence tells them they have lost any link to Earth - and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",7.8,Alfonso Cuarón,1 h 31 m,"['Drama', 'Sci-Fi', 'Thriller']"
Fantasia,https://www.metacritic.com/a/img/resize/d5d525da8bdb13f156bfb0658233316aab3a6d92/catalog/provider/2/2/2-99b73322696af42ecdf3c526f5eaf78b.jpg?auto=webp&fit=cover&height=132&width=88,1940,Approved,96.0,A collection of animated interpretations of great works of Western classical music.,8.2,"James Algar,

      Samuel Armstrong,

      Ford Beebe Jr.,

      Norman Ferguson,

      David Hand,

      Jim Handley,

      T. Hee,

      Wilfred Jackson,

      Hamilton Luske,

      Bill Roberts,

      Paul Satterfield,

      Ben Sharpsteen",2 h 4 m,"['Animation', 'Family', 'Fantasy', 'Music', 'Musical']"
Beauty and the Beast,https://www.metacritic.com/a/img/resize/2c09ba24068d667fb50541682b3a923b21cc6660/catalog/provider/2/2/2-7fbd324c4543f47b2810fcc09a63b046.jpg?auto=webp&fit=cover&height=132&width=88,1991,G,95.0,"This 'tale as old as time' follows the adventures of Belle, a bright young woman who finds herself imprisoned in a castle of a mysterious beast. With the assistance of the castle's enchanted staff, a delightful and tender romance develops between these two unlikely friends and Belle soon learns the most important lesson of all - that true beauty comes from within.",7.8,"Jean Cocteau,

      René Clément",1 h 36 m,"['Drama', 'Fantasy', 'Romance']"
Small Axe: Lovers Rock,https://www.metacritic.com/a/img/resize/cf365ded3361a5fb43ec2152e1e896aa75c7c614/catalog/provider/7/2/7-1699465895.jpg?auto=webp&fit=cover&height=132&width=88,2020,TV-MA,95.0,"A single evening at a house party in 1980s West London sets the scene, developing intertwined relationships against a background of violence, romance and music.",6.0,Steve McQueen,1 h 10 m,"['Drama', 'History']"
The Bride of Frankenstein,https://www.metacritic.com/a/img/resize/f54edd40c2f9f4c89a26b8ef13f738e29b575f2d/catalog/provider/2/2/2-8ddeb732a1718557bf1821f31e434772.jpg?auto=webp&fit=cover&height=132&width=88,1935,Approved,95.0,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",7.8,James Whale,1 h 15 m,"['Drama', 'Horror', 'Sci-Fi']"
Don't Look Now,https://www.metacritic.com/a/img/resize/0c78b37c901634358d6e9a22873ed41bd0c8874c/catalog/provider/2/2/2-f81650de0c9bca30047ef312c054233c.jpg?auto=webp&fit=cover&height=132&width=88,1973,R,95.0,"A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.",6.9,Nicolas Roeg,1 h 50 m,"['Drama', 'Horror', 'Mystery', 'Thriller']"
The Social Network,https://www.metacritic.com/a/img/resize/1223e187a2d7ee0d7feb8287c0367ab05b425fdf/catalog/provider/2/2/2-06f66deef6a9890d5345c659a1e230bc.jpg?auto=webp&fit=cover&height=132&width=88,2010,PG-13,95.0,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg (Jesse Eisenberg) sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications. [Columbia Pictures]",8.2,David Fincher,2 h,"['Biography', 'Drama']"
My Fair Lady,https://www.metacritic.com/a/img/resize/bf0ca31df782201ccf358d962b8d1ec2b6e3d0eb/catalog/provider/2/2/2-7a92a2242370f7afc772b38bf0c149b3.jpg?auto=webp&fit=cover&height=132&width=88,1964,Approved,95.0,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,7.5,George Cukor,2 h 50 m,"['Drama', 'Family', 'Musical', 'Romance']"
Portrait of a Lady on Fire,https://www.metacritic.com/a/img/resize/87374f5ab8e221dd9f6982c50c33d86685ded98d/catalog/provider/2/2/2-22714a23b498ba665f8417e285a3aa6d.jpg?auto=webp&fit=cover&height=132&width=88,2019,R,95.0,"France, 1760. Marianne is commissioned to paint the wedding portrait of Héloïse, a young woman who has just left the convent. Because she is a reluctant bride-to-be, Marianne arrives under the guise of companionship, observing Héloïse by day and secretly painting her by firelight at night. As the two women orbit one another, intimacy and attraction grow as they share Héloïse’s first moments of freedom. Héloïse's portrait soon becomes a collaborative act of and testament to their love.",8.5,Céline Sciamma,2 h 2 m,"['Drama', 'Romance']"
